X GeneID	geneSymbol	chr	strand	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference	AS_type	comp	transcript_type	gene_type	Note	Name	Ontology_term	gene_name
gene:Solyc06g009110.3_3060717_3061066_3060717_3060790_3060877_3061066	gene:Solyc06g009110.3	NA	chr6	-	33,28	1178,983	17,20	52,56	148	74	0	0	0.014,0.014	0.14,0.152	-0.132	RI	HS1.vs.HS6	protein_coding	protein_coding	NA	NA	NA	NA
gene:Solyc04g005860.3_568296_568621_568296_568425_568532_568621	gene:Solyc04g005860.3	NA	chr4	-	202,137	89,88	120,141	10,15	148	74	6.42486064351e-13	3.39837010990934e-10	0.532,0.438	0.857,0.825	-0.356	RI	HS1.vs.HS6	protein_coding	protein_coding	NA	NA	NA	NA
gene:Solyc01g098500.3_83196075_83196326_83196075_83196127_83196233_83196326	gene:Solyc01g098500.3	NA	chr1	+	28,20	88,91	248,225	275,268	148	74	4.18047041428e-10	1.26688160554657e-07	0.137,0.099	0.311,0.296	-0.185	RI	HS1.vs.HS6	protein_coding	protein_coding	Sugar facilitator protein 5	Solyc01g098500.3.1	GO:0016021" "GO:0022857" "GO:0055085	NA
gene:Solyc01g098500.3_83196791_83196967_83196791_83196835_83196921_83196967	gene:Solyc01g098500.3	NA	chr1	+	124,109	5,2	416,452	45,40	148	74	0.000213069631139	0.00715371189522561	0.925,0.965	0.822,0.85	0.109	RI	HS1.vs.HS6	protein_coding	protein_coding	Sugar facilitator protein 5	Solyc01g098500.3.1	GO:0016021" "GO:0022857" "GO:0055085	NA
gene:Solyc10g083360.2_64000774_64001245_64000774_64000889_64001154_64001245	gene:Solyc10g083360.2	NA	chr10	+	10,14	0,2	8,8	4,8	148	74	0.000294664640911	0.00917380825495415	1.0,0.778	0.5,0.333	0.473	RI	HS1.vs.HS6	protein_coding	protein_coding	NA	NA	NA	NA
gene:Solyc07g018090.4_9423513_9423890_9423513_9423673_9423831_9423890	gene:Solyc07g018090.4	NA	chr7	-	1,0	1,2	4,1	0,0	148	74	1.23330878687e-06	0.000122432618828905	0.333,0.0	1.0,1.0	-0.834	RI	HS1.vs.HS6	protein_coding	protein_coding	NA	NA	NA	NA
gene:Solyc03g079940.3_47861164_47861486_47861164_47861313_47861406_47861486	gene:Solyc03g079940.3	NA	chr3	-	25,18	0,0	17,28	2,5	148	74	7.46549342877e-05	0.00326016841834094	1.0,1.0	0.81,0.737	0.226	RI	HS1.vs.HS6	protein_coding	protein_coding	mitochondrial import inner membrane translocase subunit TIM22-like (AHRD V3.3 *** A0A2I4GFQ5_9ROSI)	Solyc03g079940.3.1	NA	NA
gene:Solyc08g075530.3_60527270_60527654_60527270_60527413_60527483_60527654	gene:Solyc08g075530.3	NA	chr8	+	7,1	0,0	4,5	2,2	144	74	0.000212363896902	0.00715070814753613	1.0,1.0	0.507,0.562	0.466	RI	HS1.vs.HS6	protein_coding	protein_coding	Alpha glucosidase-like protein (AHRD V3.3 *** Q93Y12_ARATH)	Solyc08g075530.3.1	NA	NA
gene:Solyc06g036520.1_29052254_29052647_29052254_29052369_29052542_29052647	gene:Solyc06g036520.1	NA	chr6	+	16,14	20,15	0,0	9,3	148	74	1.21476387349e-06	0.000121171744371322	0.286,0.318	0.0,0.0	0.302	RI	HS1.vs.HS6	protein_coding	protein_coding	NA	NA	NA	NA
gene:Solyc01g066480.3_68987639_68987925_68987639_68987768_68987872_68987925	gene:Solyc01g066480.3	NA	chr1	-	2,0	1,3	4,1	0,0	148	74	6.05151968425e-07	6.71562940738217e-05	0.5,0.0	1.0,1.0	-0.75	RI	HS1.vs.HS6	protein_coding	protein_coding	Fumarylacetoacetate hydrolase family (AHRD V3.3 *** A0A1Y1HN88_KLENI)	Solyc01g066480.3.1	GO:0003824	NA
gene:Solyc11g027830.2_21404674_21404990_21404674_21404816_21404907_21404990	gene:Solyc11g027830.2	NA	chr11	+	6,5	11,9	22,38	8,3	148	74	2.19550976852e-05	0.00128895056889864	0.214,0.217	0.579,0.864	-0.506	RI	HS1.vs.HS6	protein_coding	protein_coding	NA	NA	NA	NA
gene:Solyc06g050720.3_36141189_36141389_36141189_36141245_36141320_36141389	gene:Solyc06g050720.3	NA	chr6	+	108,91	70,84	54,37	93,116	148	74	2.2328401561e-07	3.22372686632934e-05	0.435,0.351	0.225,0.138	0.212	RI	HS1.vs.HS6	protein_coding	protein_coding	NA	NA	NA	NA
gene:Solyc06g050720.3_36141683_36142016_36141683_36141885_36141959_36142016	gene:Solyc06g050720.3	NA	chr6	+	179,143	81,80	101,100	84,105	148	74	0.000237192046625	0.00779695343347882	0.525,0.472	0.375,0.323	0.15	RI	HS1.vs.HS6	protein_coding	protein_coding	NA	NA	NA	NA
gene:Solyc01g105180.3_87668903_87669286_87668903_87668976_87669176_87669286	gene:Solyc01g105180.3	NA	chr1	+	11,15	42,32	0,0	5,20	148	74	7.61626507284e-06	0.000548045228450864	0.116,0.19	0.0,0.0	0.153	RI	HS1.vs.HS6	protein_coding	protein_coding	Protein DA1 (AHRD V3.3 *** A0A2I0VSM4_9ASPA)	Solyc01g105180.3.1	NA	NA
gene:Solyc04g076300.4_61011865_61012127_61011865_61011999_61012070_61012127	gene:Solyc04g076300.4	NA	chr4	-	13,6	6,5	7,4	0,0	145	74	7.0256773288e-07	7.61935262256782e-05	0.525,0.38	1.0,1.0	-0.547	RI	HS1.vs.HS6	protein_coding	protein_coding	NA	NA	NA	NA
gene:Solyc06g053210.4_38675939_38676207_38675939_38675975_38676104_38676207	gene:Solyc06g053210.4	NA	chr6	+	3,3	0,0	20,35	1,7	148	74	0.000247104898187	0.00805622731589174	1.0,1.0	0.909,0.714	0.189	RI	HS1.vs.HS6	antisense	protein_coding	NA	NA	NA	NA
gene:Solyc07g065820.3_67841911_67842369_67841911_67842031_67842256_67842369	gene:Solyc07g065820.3	NA	chr7	+	5,3	2,2	3,4	0,0	148	74	0.000166404862407	0.00597630104039587	0.556,0.429	1.0,1.0	-0.507	RI	HS1.vs.HS6	protein_coding	protein_coding	Calcineurin B-like protein (AHRD V3.3 *** C3TRS0_MAIZE)	Solyc07g065820.3.1	NA	NA
gene:Solyc12g017860.3_7765864_7766086_7765864_7765933_7766029_7766086	gene:Solyc12g017860.3	NA	chr12	-	1,1	0,0	1,0	4,4	148	74	1.03966835141e-11	4.41096625891549e-09	1.0,1.0	0.111,0.0	0.945	RI	HS1.vs.HS6	protein_coding	protein_coding	NA	NA	NA	NA
gene:Solyc01g099440.4_83886390_83886948_83886390_83886683_83886796_83886948	gene:Solyc01g099440.4	NA	chr1	+	11,13	5,3	1,0	1,3	148	74	0.000141485332308	0.00528411182399127	0.524,0.684	0.333,0.0	0.438	RI	HS1.vs.HS6	protein_coding	protein_coding	NA	NA	NA	NA
gene:Solyc09g055920.4_42510359_42510709_42510359_42510454_42510520_42510709	gene:Solyc09g055920.4	NA	chr9	-	14,16	20,11	2,5	20,26	140	74	3.86761323522e-05	0.00196683564639244	0.27,0.435	0.05,0.092	0.282	RI	HS1.vs.HS6	protein_coding	protein_coding	NA	NA	NA	NA
gene:Solyc06g065980.3_43945644_43945950_43945644_43945707_43945787_43945950	gene:Solyc06g065980.3	NA	chr6	+	21,20	0,0	28,33	8,2	148	74	4.01743303611e-05	0.00202590680204469	1.0,1.0	0.636,0.892	0.236	RI	HS1.vs.HS6	protein_coding	protein_coding	DNA/RNA-binding protein Alba-like (AHRD V3.3 *** A0A200QVB2_9MAGN)	Solyc06g065980.3.1	NA	NA
gene:Solyc06g066550.3_44391756_44392654_44391756_44392093_44392446_44392654	gene:Solyc06g066550.3	NA	chr6	+	18,13	4,3	10,6	0,0	148	74	4.97248000265e-05	0.00241933201352176	0.692,0.684	1.0,1.0	-0.312	RI	HS1.vs.HS6	protein_coding	protein_coding	NA	NA	NA	NA
gene:Solyc06g067970.3_44716492_44716933_44716492_44716517_44716687_44716933	gene:Solyc06g067970.3	NA	chr6	-	8,8	4,2	5,6	0,0	148	74	9.09147393002e-06	0.000633021226374697	0.5,0.667	1.0,1.0	-0.416	RI	HS1.vs.HS6	protein_coding	protein_coding	NA	NA	NA	NA
gene:Solyc05g054980.3_67387957_67388203_67387957_67388049_67388126_67388203	gene:Solyc05g054980.3	NA	chr5	-	42,22	18,9	20,31	1,1	148	74	2.74727765948e-06	0.000236906165649468	0.538,0.55	0.909,0.939	-0.38	RI	HS1.vs.HS6	protein_coding	protein_coding	Serine/threonine protein phosphatase 2A regulatory subunit B subunit alpha-like protein (AHRD V3.3 *** A0A2K3NUG4_TRIPR)	Solyc05g054980.3.1	NA	NA
gene:Solyc06g068320.3_44905144_44905588_44905144_44905238_44905401_44905588	gene:Solyc06g068320.3	NA	chr6	-	43,28	13,5	31,32	1,1	148	74	8.53352690975e-05	0.00360606674991029	0.623,0.737	0.939,0.941	-0.26	RI	HS1.vs.HS6	protein_coding	protein_coding	Proline-tRNA ligase (AHRD V3.3 *** X8JBM9_9HOMO)	Solyc06g068320.3.1	NA	NA
gene:Solyc04g008630.3_2281852_2282085_2281852_2281930_2282072_2282085	gene:Solyc04g008630.3	NA	chr4	-	4,6	1,0	1,3	1,5	148	74	6.11435061595e-05	0.0028026772207478	0.667,1.0	0.333,0.231	0.551	RI	HS1.vs.HS6	protein_coding	protein_coding	Autophagy-related protein 9 (AHRD V3.3 *** A0A1U8GWC6_CAPAN)	Solyc04g008630.3.1	NA	NA
gene:Solyc06g071120.3_46319985_46320417_46319985_46320086_46320283_46320417	gene:Solyc06g071120.3	NA	chr6	+	4,5	1,0	2,4	5,6	148	74	3.34442212785e-05	0.0017619124521223	0.667,1.0	0.167,0.25	0.625	RI	HS1.vs.HS6	protein_coding	protein_coding	NA	NA	NA	NA
gene:Solyc06g071120.3_46321289_46321623_46321289_46321378_46321536_46321623	gene:Solyc06g071120.3	NA	chr6	+	1,7	4,4	4,2	0,0	148	74	2.46294618034e-08	4.50407744013901e-06	0.111,0.467	1.0,1.0	-0.711	RI	HS1.vs.HS6	protein_coding	protein_coding	NA	NA	NA	NA
Solyc_chr7_NPC00048_9716443_9720109_9716443_9716937_9717030_9720109	Solyc_chr7_NPC00048	NA	chr7	-	3,1	0,0	2,1	2,1	148	74	7.87508202901e-05	0.00339206873094794	1.0,1.0	0.333,0.333	0.667	RI	HS1.vs.HS6	protein_coding	protein_coding	NA	NA	NA	NA
gene:Solyc06g074220.3_48509682_48509992_48509682_48509833_48509926_48509992	gene:Solyc06g074220.3	NA	chr6	-	153,107	140,91	75,93	205,248	148	74	4.74809080941e-12	2.1896268051511e-09	0.353,0.37	0.155,0.158	0.205	RI	HS1.vs.HS6	protein_coding	protein_coding	NA	NA	NA	NA
gene:Solyc06g075110.3_49268966_49269238_49268966_49269033_49269130_49269238	gene:Solyc06g075110.3	NA	chr6	+	1,1	0,0	0,1	1,1	148	74	0.000271237360505	0.00857162703357789	1.0,1.0	0.0,0.333	0.834	RI	HS1.vs.HS6	protein_coding	protein_coding	NA	NA	NA	NA
gene:Solyc06g075160.3_49296349_49296632_49296349_49296472_49296602_49296632	gene:Solyc06g075160.3	NA	chr6	-	2,3	2,2	3,6	0,0	148	74	3.07717172372e-05	0.0016795129373717	0.333,0.429	1.0,1.0	-0.619	RI	HS1.vs.HS6	protein_coding	protein_coding	SIT4 phosphatase-associated family protein (AHRD V3.3 *** A0A2U1PT03_ARTAN)	Solyc06g075160.3.1	NA	NA
gene:Solyc06g076050.4_49894570_49895014_49894570_49894864_49894947_49895014	gene:Solyc06g076050.4	NA	chr6	+	77,68	10,13	26,48	0,0	148	74	3.30812636395e-07	4.34977607028467e-05	0.794,0.723	1.0,1.0	-0.242	RI	HS1.vs.HS6	protein_coding	protein_coding	Ankyrin repeat family protein" " putative" " expressed (AHRD V3.3 *** Q10NB7_ORYSJ)	Solyc06g076050.4.1	NA	NA
gene:Solyc06g076050.4_49894947_49895308_49894947_49895024_49895236_49895308	gene:Solyc06g076050.4	NA	chr6	+	89,128	394,483	58,87	72,109	148	74	3.70958819218e-12	1.78847115568436e-09	0.101,0.117	0.287,0.285	-0.177	RI	HS1.vs.HS6	protein_coding	protein_coding	Ankyrin repeat family protein" " putative" " expressed (AHRD V3.3 *** Q10NB7_ORYSJ)	Solyc06g076050.4.1	NA	NA
gene:Solyc06g076050.4_49895619_49895986_49895619_49895760_49895845_49895986	gene:Solyc06g076050.4	NA	chr6	+	71,77	452,491	41,54	98,109	148	74	9.36858235434e-09	1.87489490889999e-06	0.073,0.073	0.173,0.199	-0.113	RI	HS1.vs.HS6	protein_coding	protein_coding	Ankyrin repeat family protein" " putative" " expressed (AHRD V3.3 *** Q10NB7_ORYSJ)	Solyc06g076050.4.1	NA	NA
gene:Solyc06g083270.3_51317261_51317538_51317261_51317315_51317397_51317538	gene:Solyc06g083270.3	NA	chr6	+	22,25	4,3	22,20	0,0	148	74	9.46284406583e-05	0.00389531304236366	0.733,0.806	1.0,1.0	-0.23	RI	HS1.vs.HS6	protein_coding	protein_coding	ER lumen protein retaining receptor (AHRD V3.3 *** A0A200QBW0_9MAGN)	Solyc06g083270.3.1	GO:0006621" "GO:0016021" "GO:0046923	NA
gene:Solyc06g083920.4_51783876_51784565_51783876_51784075_51784214_51784565	gene:Solyc06g083920.4	NA	chr6	+	3,6	0,1	0,0	3,3	148	74	4.81624962134e-10	1.41900984213925e-07	1.0,0.75	0.0,0.0	0.875	RI	HS1.vs.HS6	protein_coding	protein_coding	Sn1-specific diacylglycerol lipase alpha (AHRD V3.3 *** A0A1J3GGI5_NOCCA)	Solyc06g083920.4.1	NA	NA
gene:Solyc07g005000.3_30273_30633_30273_30401_30585_30633	gene:Solyc07g005000.3	NA	chr7	+	3,3	3,1	5,6	0,0	148	74	8.31824219469e-05	0.00353386470807792	0.333,0.6	1.0,1.0	-0.533	RI	HS1.vs.HS6	protein_coding	protein_coding	Protein ENHANCED DISEASE RESISTANCE 2-like (AHRD V3.3 *** A0A1J3ES33_NOCCA)	Solyc07g005000.3.1	NA	NA
gene:Solyc07g005870.3_698901_699214_698901_699027_699166_699214	gene:Solyc07g005870.3	NA	chr7	-	1,3	0,0	16,12	6,2	148	74	1.51737363109e-05	0.000966087937606068	1.0,1.0	0.571,0.75	0.34	RI	HS1.vs.HS6	protein_coding	protein_coding	NA	NA	NA	NA
gene:Solyc01g087300.3_76367818_76368136_76367818_76367869_76368074_76368136	gene:Solyc01g087300.3	NA	chr1	-	5,12	0,0	21,20	3,5	148	74	4.85437381508e-05	0.00238006432659238	1.0,1.0	0.778,0.667	0.277	RI	HS1.vs.HS6	protein_coding	protein_coding	tRNA-dihydrouridine synthase (AHRD V3.3 *** A0A2G3DGY0_CAPCH)	Solyc01g087300.3.1	GO:0008033" "GO:0017150" "GO:0050660" "GO:0055114	NA
gene:Solyc05g052910.4_65716464_65716847_65716464_65716560_65716634_65716847	gene:Solyc05g052910.4	NA	chr5	-	10,6	18,17	2,2	24,32	148	74	0.000249009604146	0.00809344801218153	0.217,0.15	0.04,0.03	0.148	RI	HS1.vs.HS6	protein_coding	protein_coding	Protein DA1-related 2 (AHRD V3.3 *** A0A2G2ZJK5_CAPAN)	Solyc05g052910.4.1	NA	NA
gene:Solyc09g091100.4_66864303_66864365_66864303_66864343_66864442_66864478	gene:Solyc09g091100.4	NA	chr9	-	125,146	7,3	204,144	29,29	96	74	9.02666105085e-07	0.000223541731982737	0.932,0.974	0.844,0.793	0.135	A3S	HS1.vs.HS6	protein_coding	protein_coding	NA	NA	NA	NA
gene:Solyc09g057580.4_46167014_46168283_46167014_46167193_46172905_46173546	gene:Solyc09g057580.4	NA	chr9	-	492,371	6,11	392,260	26,30	148	74	6.276881237e-08	2.24839380404873e-05	0.976,0.944	0.883,0.812	0.112	A3S	HS1.vs.HS6	protein_coding	protein_coding	NA	NA	NA	NA
gene:Solyc09g016940.4_11952457_11952532_11952469_11952532_11951710_11951773	gene:Solyc09g016940.4	NA	chr9	+	21,9	3,5	15,16	0,0	86	74	4.49413373734e-05	0.00523917929401968	0.858,0.608	1.0,1.0	-0.267	A3S	HS1.vs.HS6	protein_coding	protein_coding	NA	NA	NA	NA
gene:Solyc09g016940.4_11959781_11960335_11960194_11960335_11959594_11959654	gene:Solyc09g016940.4	NA	chr9	+	83,78	85,67	49,66	176,145	148	74	3.74319786278e-09	2.42213076329435e-06	0.328,0.368	0.122,0.185	0.194	A3S	HS1.vs.HS6	protein_coding	protein_coding	NA	NA	NA	NA
gene:Solyc09g016940.4_11959791_11960335_11960194_11960335_11959594_11959654	gene:Solyc09g016940.4	NA	chr9	+	68,63	85,67	48,64	176,145	148	74	1.81591121939e-06	0.00040175700500166	0.286,0.32	0.12,0.181	0.152	A3S	HS1.vs.HS6	protein_coding	protein_coding	NA	NA	NA	NA
gene:Solyc09g013080.3_5567953_5568332_5567953_5568316_5568415_5569547	gene:Solyc09g013080.3	NA	chr9	-	869,551	232,146	864,682	355,325	90	74	4.48630985522e-05	0.00523917929401968	0.755,0.756	0.667,0.633	0.106	A3S	HS1.vs.HS6	protein_coding	protein_coding	Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha (AHRD V3.3 *** B5LAS6_CAPAN)	Solyc09g013080.3.1	NA	NA
gene:Solyc09g010970.4_4381739_4381919_4381739_4381898_4382676_4382744	gene:Solyc09g010970.4	NA	chr9	-	108,72	107,125	23,29	93,100	95	74	1.11113574464e-05	0.00181208473823702	0.44,0.31	0.162,0.184	0.202	A3S	HS1.vs.HS6	protein_coding	protein_coding	NA	NA	NA	NA
gene:Solyc08g069010.4_58918434_58918617_58918501_58918617_58917145_58917497	gene:Solyc08g069010.4	NA	chr8	+	88,88	1,0	180,181	16,15	141	74	9.80590163513e-07	0.000239877865284087	0.979,1.0	0.855,0.864	0.13	A3S	HS1.vs.HS6	protein_coding	protein_coding	NA	NA	NA	NA
gene:Solyc08g069010.4_58920793_58920896_58920798_58920896_58918727_58918860	gene:Solyc08g069010.4	NA	chr8	+	8,4	44,45	31,35	71,57	79	74	2.19284439221e-05	0.00308751972395659	0.146,0.077	0.29,0.365	-0.216	A3S	HS1.vs.HS6	protein_coding	protein_coding	NA	NA	NA	NA
gene:Solyc08g042040.4_26634950_26635144_26634950_26635108_26635316_26635476	gene:Solyc08g042040.4	NA	chr8	-	5,6	1,0	20,20	17,20	110	74	4.600659917e-05	0.00530380292117291	0.771,1.0	0.442,0.402	0.463	A3S	HS1.vs.HS6	protein_coding	protein_coding	NA	NA	NA	NA
gene:Solyc09g065620.3_60131122_60131255_60131213_60131255_60130650_60130999	gene:Solyc09g065620.3	NA	chr9	+	35,34	149,175	80,162	125,209	148	74	1.65820690512e-11	2.12313989651726e-08	0.105,0.089	0.242,0.279	-0.164	A3S	HS1.vs.HS6	protein_coding	protein_coding	NA	NA	NA	NA
gene:Solyc09g065620.3_60131122_60131972_60131303_60131972_60130650_60130999	gene:Solyc09g065620.3	NA	chr9	+	286,282	79,77	278,442	24,24	148	74	1.39444011893e-13	2.89360749920585e-10	0.644,0.647	0.853,0.902	-0.232	A3S	HS1.vs.HS6	protein_coding	protein_coding	NA	NA	NA	NA
gene:Solyc08g008350.3_2758664_2760266_2760208_2760266_2758415_2758555	gene:Solyc08g008350.3	NA	chr8	+	105,92	134,190	188,202	124,186	148	74	3.19809053166e-05	0.00410351155680673	0.282,0.195	0.431,0.352	-0.153	A3S	HS1.vs.HS6	protein_coding	protein_coding	NA	NA	NA	NA
gene:Solyc08g007240.4_1819991_1820562_1820154_1820562_1819722_1819831	gene:Solyc08g007240.4	NA	chr8	+	215,198	283,218	843,790	2882,2115	148	74	1.35114142097e-13	2.89360749920585e-10	0.275,0.312	0.128,0.157	0.151	A3S	HS1.vs.HS6	protein_coding	protein_coding	NA	NA	NA	NA
gene:Solyc07g066010.3_67964873_67965326_67965104_67965326_67964607_67964741	gene:Solyc07g066010.3	NA	chr7	+	60,51	70,73	151,173	487,434	148	74	8.53703995729e-06	0.00146010524986785	0.3,0.259	0.134,0.166	0.129	A3S	HS1.vs.HS6	tRNA	protein_coding	NA	NA	NA	NA
gene:Solyc07g056330.3_64677299_64677695_64677305_64677695_64677112_64677212	gene:Solyc07g056330.3	NA	chr7	+	68,50	11,6	97,83	40,48	80	74	1.21729588896e-05	0.00195867465256243	0.851,0.885	0.692,0.615	0.215	A3S	HS1.vs.HS6	protein_coding	protein_coding	NA	NA	NA	NA
gene:Solyc09g020010.2_18501168_18501936_18501168_18501228_18502231_18502459	gene:Solyc09g020010.2	NA	chr9	-	40,27	28,14	19,31	63,94	148	74	2.35981256758e-09	1.70238065832934e-06	0.417,0.491	0.131,0.142	0.317	A3S	HS1.vs.HS6	protein_coding	protein_coding	NA	NA	NA	NA
gene:Solyc07g032480.3_39742768_39743229_39742768_39743204_39743315_39743491	gene:Solyc07g032480.3	NA	chr7	-	52,58	194,158	9,15	87,135	99	74	7.7809044049e-06	0.00135721526167557	0.167,0.215	0.072,0.077	0.117	A3S	HS1.vs.HS6	protein_coding	protein_coding	NA	NA	NA	NA
gene:Solyc06g060380.3_41015497_41015582_41015513_41015582_41015186_41015336	gene:Solyc06g060380.3	NA	chr6	+	20,19	26,29	2,1	23,14	90	74	2.78847392199e-06	0.000578637185094877	0.387,0.35	0.067,0.055	0.307	A3S	HS1.vs.HS6	protein_coding	protein_coding	NA	NA	NA	NA
gene:Solyc02g071320.4_40420067_40420648_40420067_40420594_40420717_40421155	gene:Solyc02g071320.4	NA	chr2	-	402,369	130,113	360,304	5,5	128	74	0	0	0.641,0.654	0.977,0.972	-0.327	A3S	HS1.vs.HS6	protein_coding	protein_coding	NA	NA	NA	NA
gene:Solyc02g069620.4_39096247_39096343_39096247_39096317_39096755_39096883	gene:Solyc02g069620.4	NA	chr2	-	3,3	159,127	33,20	127,73	100	74	2.04392058833e-13	3.854159630338e-10	0.014,0.017	0.161,0.169	-0.15	A3S	HS1.vs.HS6	protein_coding	protein_coding	NA	NA	NA	NA
gene:Solyc05g052920.4_65736276_65736787_65736276_65736386_65737292_65737358	gene:Solyc05g052920.4	NA	chr5	-	60,74	19,26	27,36	82,59	148	74	3.39728245535e-14	8.17766654392209e-11	0.612,0.587	0.141,0.234	0.412	A3S	HS1.vs.HS6	protein_coding	protein_coding	NA	NA	NA	NA
gene:Solyc02g086910.4_49209348_49209617_49209348_49209584_49210237_49210437	gene:Solyc02g086910.4	NA	chr2	-	174,154	770,601	248,266	635,401	107	74	1.79124335686e-06	0.000399234973070819	0.135,0.151	0.213,0.314	-0.12	A3S	HS1.vs.HS6	protein_coding	protein_coding	NA	NA	NA	NA
Solyc_chr7_NPC00185_62990300_62990459_62990300_62990421_62991718_62992093	Solyc_chr7_NPC00185	NA	chr7	-	77,50	16,13	51,49	36,37	112	74	1.03720617572e-05	0.00171475256160654	0.761,0.718	0.483,0.467	0.265	A3S	HS1.vs.HS6	protein_coding	protein_coding	NA	NA	NA	NA
gene:Solyc01g099810.3_84140309_84140868_84140309_84140343_84142994_84143078	gene:Solyc01g099810.3	NA	chr1	-	65,38	190,147	22,48	32,56	148	74	2.04236449384e-05	0.00291245048602615	0.146,0.114	0.256,0.3	-0.148	A3S	HS1.vs.HS6	protein_coding	protein_coding	NA	NA	NA	NA
gene:Solyc01g086970.4_76024376_76027851_76024376_76025195_76028006_76028063	gene:Solyc01g086970.4	NA	chr1	-	162,141	178,159	111,197	275,454	148	74	1.60928088078e-07	4.89107600220095e-05	0.313,0.307	0.168,0.178	0.137	A3S	HS1.vs.HS6	protein_coding	protein_coding	Zinc finger A20 and AN1 domain-containing stress-associated protein 8 (AHRD V3.3 *** A0A2G2XRT9_CAPBA)	Solyc01g086970.4.1	NA	NA
gene:Solyc12g088890.3_67322543_67323608_67322598_67323608_67320098_67320242	gene:Solyc12g088890.3	NA	chr12	+	31,24	0,0	67,75	5,10	129	74	4.54909332038e-05	0.00527466932242442	1.0,1.0	0.885,0.811	0.152	A3S	HS1.vs.HS6	protein_coding	protein_coding	DnaJ protein like (AHRD V3.3 *** A0A2I0VSC0_9ASPA)	Solyc12g088890.3.1	NA	NA
gene:Solyc02g068180.3_37792875_37793035_37792983_37793035_37792592_37792672	gene:Solyc02g068180.3	NA	chr2	+	26,25	83,91	62,87	76,84	148	74	5.10247625263e-08	1.92641367608054e-05	0.135,0.121	0.29,0.341	-0.188	A3S	HS1.vs.HS6	protein_coding	protein_coding	ABC transporter ATP-binding protein (AHRD V3.3 *** A0A347ZBK6_LACPN)	Solyc02g068180.3.1	GO:0005524" "GO:0016887	NA
gene:TomatoPan064700_52703496_52703668_52703550_52703668_52702829_52703035	gene:TomatoPan064700	NA	chr2	+	140,145	56,45	10,24	25,52	128	74	2.68673971959e-14	6.73677595189529e-11	0.591,0.651	0.188,0.211	0.421	A3S	HS1.vs.HS6	protein_coding	protein_coding	NA	NA	NA	NA
gene:Solyc02g068730.3_38257970_38258294_38257970_38258277_38258551_38258697	gene:Solyc02g068730.3	NA	chr2	-	32,26	14,16	32,38	49,69	91	74	3.44958297169e-05	0.00429790898696399	0.65,0.569	0.347,0.309	0.281	A3S	HS1.vs.HS6	protein_coding	protein_coding	NA	NA	NA	NA
gene:Solyc09g047900.2_31135806_31135908_31135838_31135908_31135626_31135727	gene:Solyc09g047900.2	NA	chr9	+	57,50	329,349	162,127	136,104	106	74	0	0	0.108,0.091	0.454,0.46	-0.358	A3S	HS1.vs.HS6	protein_coding	protein_coding	NA	NA	NA	NA
gene:Solyc03g005000.4_32476_32612_32478_32612_32268_32378	gene:Solyc03g005000.4	NA	chr3	+	21,12	215,190	79,79	105,86	76	74	0	0	0.087,0.058	0.423,0.472	-0.375	A3S	HS1.vs.HS6	protein_coding	protein_coding	Peptidase M48 (AHRD V3.3 *-* A0A200R452_9MAGN)	Solyc03g005000.4.1	GO:0004222" "GO:0006508	NA
gene:Solyc04g080390.4_64358286_64359221_64358286_64358371_64359367_64359642	gene:Solyc04g080390.4	NA	chr4	-	30,17	1,0	58,75	8,17	148	74	3.0644427217e-05	0.00396626613156295	0.938,1.0	0.784,0.688	0.233	A3S	HS1.vs.HS6	protein_coding	protein_coding	NA	NA	NA	NA
gene:Solyc07g042270.4_55527188_55527897_55527188_55527297_55529182_55529326	gene:Solyc07g042270.4	NA	chr7	-	78,78	27,22	34,49	49,69	148	74	5.65404389974e-11	6.67155007448145e-08	0.591,0.639	0.258,0.262	0.355	A3S	HS1.vs.HS6	protein_coding	protein_coding	NA	NA	NA	NA
gene:Solyc12g011020.2_3885720_3885952_3885720_3885794_3886499_3886577	gene:Solyc12g011020.2	NA	chr12	-	6,1	50,44	25,32	115,74	148	74	4.73830369033e-05	0.00542094371628667	0.057,0.011	0.098,0.178	-0.104	A3S	HS1.vs.HS6	protein_coding	protein_coding	NA	NA	NA	NA
gene:Solyc02g067060.3_36889171_36890452_36889171_36890112_36890752_36891055	gene:Solyc02g067060.3	NA	chr2	-	61,53	87,85	19,29	121,99	148	74	2.71012738251e-07	7.62647246241779e-05	0.26,0.238	0.073,0.128	0.148	A3S	HS1.vs.HS6	protein_coding	protein_coding	NA	NA	NA	NA
gene:Solyc06g084610.4_52237805_52237909_52237805_52237905_52237994_52238096	gene:Solyc06g084610.4	NA	chr6	-	4,3	129,121	11,11	72,54	78	74	7.2150860807e-06	0.00128079483824296	0.029,0.023	0.127,0.162	-0.119	A3S	HS1.vs.HS6	protein_coding	protein_coding	NA	NA	NA	NA
